"","GC=F.Open","GC=F.High","GC=F.Low","GC=F.Close","GC=F.Volume","GC=F.Adjusted"
"2013-10-04",1316.199951,1318.099976,1305.699951,1309.699951,38,1309.699951
"2013-10-07",1313.800049,1325.400024,1311.800049,1324.800049,84,1324.800049
"2013-10-08",1326.5,1330,1321.199951,1324.199951,57,1324.199951
"2013-10-09",1317.599976,1319,1295.300049,1306.900024,140,1306.900024
"2013-10-10",1303.400024,1310.800049,1285,1296.599976,89,1296.599976
"2013-10-11",1286.900024,1291.599976,1263.800049,1268,210,1268
"2013-10-14",1275.800049,1285.800049,1273.900024,1276.400024,61,1276.400024
"2013-10-15",1270.5,1283.599976,1254.099976,1273,208,1273
"2013-10-16",1282.800049,1284,1269.199951,1282,86,1282
"2013-10-17",1307,1322.699951,1307,1322.699951,72,1322.699951
"2013-10-18",1318.800049,1326,1312.599976,1314.400024,65,1314.400024
"2013-10-21",1316.800049,1317.699951,1315.699951,1315.699951,23,1315.699951
"2013-10-22",1313.900024,1342.599976,1313.900024,1342.5,55,1342.5
"2013-10-23",1331.900024,1333.900024,1331.900024,1333.900024,13,1333.900024
"2013-10-24",1334.5,1350.199951,1334.5,1350.199951,18,1350.199951
"2013-10-25",1346.199951,1353,1346.199951,1352.400024,23,1352.400024
"2013-10-28",1351.400024,1359.199951,1349,1352,23,1352
"2013-10-29",1359.599976,1359.699951,1345.199951,1345.199951,168,1345.199951
"2013-10-30",1340.800049,1355.800049,1335.599976,1349,44,1349
"2013-10-31",1334,1334,1321.699951,1323.599976,62,1323.599976
"2013-11-01",1325.699951,1325.699951,1308,1313.099976,21,1313.099976
"2013-11-04",1314.599976,1320.5,1312.099976,1314.599976,39,1314.599976
"2013-11-05",1313.300049,1317.5,1306.900024,1308,98,1308
"2013-11-06",1313.5,1318.599976,1312.5,1317.699951,11,1317.699951
"2013-11-07",1323.599976,1323.599976,1298,1308.400024,129,1308.400024
"2013-11-08",1308,1308.099976,1281.300049,1284.5,22,1284.5
"2013-11-11",1281.599976,1281.800049,1281,1281,5,1281
"2013-11-12",1282.300049,1282.300049,1271.099976,1271.099976,3,1271.099976
"2013-11-13",1274,1280.5,1268.300049,1268.300049,17,1268.300049
"2013-11-14",1280.199951,1293.300049,1278.099976,1286.199951,29,1286.199951
"2013-11-15",1287.699951,1288.5,1281.5,1287.300049,16,1287.300049
"2013-11-18",1284.699951,1284.800049,1272.199951,1272.199951,10,1272.199951
"2013-11-19",1274.199951,1275.199951,1271,1273.400024,10,1273.400024
"2013-11-20",1269,1269,1241.900024,1257.900024,120,1257.900024
"2013-11-21",1245.699951,1247.099976,1236.5,1243.5,90,1243.5
"2013-11-22",1243.199951,1247,1241.400024,1244,77,1244
"2013-11-25",1231.099976,1241.099976,1229,1241.099976,19,1241.099976
"2013-11-26",1243,1243,1241.400024,1241.400024,178417,1241.400024
"2013-11-27",1241.599976,1254.800049,1235.5,1237.800049,82331,1237.800049
"2013-11-29",1237.800049,1254.5,1233.699951,1250.599976,9203,1250.599976
"2013-12-02",1251.400024,1251.5,1217.800049,1222.300049,4979,1222.300049
"2013-12-03",1219.199951,1225.699951,1215.599976,1221.699951,1932,1221.699951
"2013-12-04",1225.099976,1250.400024,1212.900024,1248.199951,1823,1248.199951
"2013-12-05",1240,1241.5,1218.599976,1233.199951,446,1233.199951
"2013-12-06",1228.699951,1242,1213,1230.300049,1032,1230.300049
"2013-12-09",1230.199951,1243.199951,1229,1235.300049,352,1235.300049
"2013-12-10",1239,1267,1239,1262.400024,882,1262.400024
"2013-12-11",1261.900024,1261.900024,1252.099976,1258.5,147,1258.5
"2013-12-12",1253.5,1255.400024,1225.900024,1226,609,1226
"2013-12-13",1226.699951,1239,1222.199951,1235.699951,446,1235.699951
"2013-12-16",1238.400024,1250.599976,1228.900024,1245.5,242,1245.5
"2013-12-17",1237,1240.400024,1231.199951,1231.199951,22,1231.199951
"2013-12-18",1231.5,1245.099976,1217,1236.099976,114,1236.099976
"2013-12-19",1226.599976,1226.599976,1188.699951,1195,124,1195
"2013-12-20",1190.900024,1207.800049,1190.900024,1205.099976,204,1205.099976
"2013-12-23",1205.199951,1205.199951,1195.900024,1198.400024,123,1198.400024
"2013-12-24",1199.800049,1205.599976,1197.699951,1205.099976,184,1205.099976
"2013-12-26",1207.099976,1215.900024,1207.099976,1214.099976,140,1214.099976
"2013-12-27",1213.400024,1218.5,1212.900024,1216.099976,278,1216.099976
"2013-12-30",1215,1215,1194.400024,1203.099976,351,1203.099976
"2013-12-31",1196.400024,1212.400024,1182,1201.900024,124,1201.900024
"2014-01-02",1204.300049,1227.300049,1204.300049,1225,209,1225
"2014-01-03",1221.699951,1239,1221.699951,1238.400024,142,1238.400024
"2014-01-06",1232.800049,1247,1221.900024,1237.800049,127,1237.800049
"2014-01-07",1239.300049,1242.400024,1226.300049,1229.400024,73,1229.400024
"2014-01-08",1227.5,1227.5,1218.599976,1225.300049,189,1225.300049
"2014-01-09",1225.800049,1229.300049,1225.800049,1229.300049,7,1229.300049
"2014-01-10",1235,1246.800049,1234,1246.699951,58,1246.699951
"2014-01-13",1250.599976,1252.699951,1245.5,1250.900024,46,1250.900024
"2014-01-14",1251,1251.300049,1242,1245.199951,37,1245.199951
"2014-01-15",1243.099976,1243.199951,1238.099976,1238.099976,68,1238.099976
"2014-01-16",1239.300049,1242.800049,1239,1240,48,1240
"2014-01-17",1239.699951,1254.300049,1239.699951,1251.699951,101,1251.699951
"2014-01-21",1256.400024,1257.5,1240,1242.300049,224,1242.300049
"2014-01-22",1241.699951,1242,1239,1239,58,1239
"2014-01-23",1235.199951,1264.199951,1235.199951,1262.599976,40,1262.599976
"2014-01-24",1258.300049,1269.400024,1258.300049,1264.5,38,1264.5
"2014-01-27",1259.800049,1264.400024,1254.400024,1263.599976,92,1263.599976
"2014-01-28",1257.900024,1258.400024,1251,1251,20,1251
"2014-01-29",1262.199951,1262.199951,1262.199951,1262.199951,137028,1262.199951
"2014-01-30",1267,1267.699951,1237.5,1242.199951,45276,1242.199951
"2014-01-31",1243.599976,1254.5,1238.400024,1240.099976,5820,1240.099976
"2014-02-03",1242.400024,1266.300049,1241.199951,1260.400024,2914,1260.400024
"2014-02-04",1258.400024,1260.699951,1247.800049,1251.699951,1745,1251.699951
"2014-02-05",1254,1273.699951,1253.099976,1257.300049,1616,1257.300049
"2014-02-06",1258,1267,1253.5,1257.599976,274,1257.599976
"2014-02-07",1258.300049,1271.400024,1257.900024,1263.300049,436,1263.300049
"2014-02-10",1269.599976,1277.300049,1265.699951,1274.800049,742,1274.800049
"2014-02-11",1274,1292,1273.800049,1290.099976,562,1290.099976
"2014-02-12",1290.5,1296.199951,1285.5,1295.300049,140,1295.300049
"2014-02-13",1293.300049,1303.5,1287.5,1300.400024,877,1300.400024
"2014-02-14",1301.699951,1320.699951,1301.699951,1319,308,1319
"2014-02-18",1322.900024,1330.599976,1313.900024,1324.699951,373,1324.699951
"2014-02-19",1318.300049,1321.599976,1309.099976,1320.599976,193,1320.599976
"2014-02-20",1310.699951,1323.5,1309.599976,1317.099976,116,1317.099976
"2014-02-21",1320,1328.300049,1317.400024,1323.900024,171,1323.900024
"2014-02-24",1324.300049,1339,1321.400024,1338.300049,93,1338.300049
"2014-02-25",1336.400024,1343.900024,1333.099976,1343,290,1343
"2014-02-26",1341.199951,1342,1325.599976,1328.199951,485,1328.199951
"2014-02-27",1329.300049,1335,1324.599976,1331.599976,369,1331.599976
"2014-02-28",1329.800049,1332.599976,1321.099976,1321.400024,239,1321.400024
"2014-03-03",1335.900024,1354.099976,1332.900024,1350.099976,232,1350.099976
"2014-03-04",1350.400024,1350.400024,1332.199951,1337.800049,80,1337.800049
"2014-03-05",1334.800049,1341,1334.800049,1340.199951,32,1340.199951
"2014-03-06",1338,1351.699951,1333.300049,1351.699951,59,1351.699951
"2014-03-07",1349.5,1352.699951,1329.199951,1338.099976,97,1338.099976
"2014-03-10",1336,1344.699951,1330.5,1341.400024,97,1341.400024
"2014-03-11",1340,1352.400024,1338.099976,1346.5,53,1346.5
"2014-03-12",1349.099976,1370.5,1348.699951,1370.300049,58,1370.300049
"2014-03-13",1366.800049,1374.5,1366.5,1372.199951,23,1372.199951
"2014-03-14",1376.099976,1386.599976,1371.099976,1379,91,1379
"2014-03-17",1386.099976,1391.400024,1372.199951,1372.900024,29,1372.900024
"2014-03-18",1359.300049,1361.800049,1353.400024,1359,35,1359
"2014-03-19",1357.099976,1358,1332.699951,1341.400024,57,1341.400024
"2014-03-20",1333.699951,1333.699951,1325.800049,1330.5,72,1330.5
"2014-03-21",1339.099976,1339.099976,1335.800049,1336,3,1336
"2014-03-24",1333,1333,1310.5,1311.199951,103,1311.199951
"2014-03-25",1315.5,1315.5,1307.5,1311.400024,46,1311.400024
"2014-03-26",1315.199951,1315.199951,1303.400024,1303.400024,4,1303.400024
"2014-03-27",1294.699951,1294.699951,1294.699951,1294.699951,185016,1294.699951
"2014-03-28",1292.199951,1299.400024,1285.900024,1293.800049,65486,1293.800049
"2014-03-31",1294.300049,1298.800049,1282.400024,1283.400024,4121,1283.400024
"2014-04-01",1285.099976,1287.900024,1277.300049,1279.599976,884,1279.599976
"2014-04-02",1280.199951,1294.099976,1280.199951,1290.5,1099,1290.5
"2014-04-03",1290.800049,1293.5,1282.699951,1284.400024,775,1284.400024
"2014-04-04",1285.5,1306.099976,1284.400024,1303.199951,976,1303.199951
"2014-04-07",1301.400024,1304,1296.300049,1298,361,1298
"2014-04-08",1296.599976,1314.099976,1296.599976,1308.699951,264,1308.699951
"2014-04-09",1309.5,1313.599976,1301.099976,1305.5,191,1305.5
"2014-04-10",1311.800049,1323.800049,1311.199951,1320.099976,127,1320.099976
"2014-04-11",1319,1322.800049,1316.300049,1318.699951,76,1318.699951
"2014-04-14",1320.099976,1330,1320.099976,1327.199951,328,1327.199951
"2014-04-15",1322.699951,1322.699951,1291.5,1300,238,1300
"2014-04-16",1302.699951,1303.5,1295,1303.099976,177,1303.099976
"2014-04-17",1300.099976,1303,1292.5,1293.400024,124,1293.400024
"2014-04-21",1290,1299.199951,1283.800049,1288,100,1288
"2014-04-22",1289.199951,1291.599976,1276,1280.599976,100,1280.599976
"2014-04-23",1284.300049,1287.699951,1282.400024,1284.199951,176,1284.199951
"2014-04-24",1284.599976,1297.900024,1272.400024,1290.5,522,1290.5
"2014-04-25",1293.800049,1304.599976,1293.800049,1300.699951,274,1300.699951
"2014-04-28",1305.400024,1305.400024,1293,1298.900024,388,1298.900024
"2014-04-29",1295.5,1300.5,1289.099976,1296,904,1296
"2014-04-30",1296,1296.5,1286.599976,1295.599976,181,1295.599976
"2014-05-01",1288.699951,1288.699951,1278,1283.099976,25,1283.099976
"2014-05-02",1276.699951,1302.699951,1276.699951,1302.599976,90,1302.599976
"2014-05-05",1305.599976,1314.199951,1305.5,1309,31,1309
"2014-05-06",1309.400024,1309.400024,1306.900024,1308.300049,14,1308.300049
"2014-05-07",1310.300049,1312,1288,1288.599976,21,1288.599976
"2014-05-08",1291.5,1291.5,1285.5,1287.400024,65,1287.400024
"2014-05-09",1287.300049,1287.300049,1287.300049,1287.300049,3,1287.300049
"2014-05-12",1282.099976,1295.900024,1281.199951,1295.599976,19,1295.599976
"2014-05-13",1295.5,1295.5,1292,1294.599976,20,1294.599976
"2014-05-14",1292.800049,1306.900024,1292.800049,1305.699951,25,1305.699951
"2014-05-15",1302.5,1302.5,1292.800049,1293.5,27,1293.5
"2014-05-16",1293.300049,1293.300049,1293.300049,1293.300049,8,1293.300049
"2014-05-19",1293.699951,1293.699951,1293.699951,1293.699951,44,1293.699951
"2014-05-20",1290.699951,1294.5,1290.099976,1294.5,8,1294.5
"2014-05-21",1287.400024,1288,1287.400024,1288,2,1288
"2014-05-22",1294.199951,1295,1294.199951,1294.900024,4,1294.900024
"2014-05-23",1293.199951,1293.400024,1291.599976,1291.599976,3,1291.599976
"2014-05-27",1291.900024,1291.900024,1265.400024,1265.400024,25,1265.400024
"2014-05-28",1259.300049,1259.300049,1259.300049,1259.300049,168825,1259.300049
"2014-05-29",1258.300049,1260.599976,1250.900024,1256.300049,38045,1256.300049
"2014-05-30",1255.099976,1259.599976,1241.800049,1245.599976,3839,1245.599976
"2014-06-02",1250,1250.699951,1240.900024,1243.699951,774,1243.699951
"2014-06-03",1244.099976,1247.5,1240.5,1244.300049,654,1244.300049
"2014-06-04",1245.099976,1248.800049,1242.699951,1244,604,1244
"2014-06-05",1244,1256.599976,1241.199951,1253,1317,1253
"2014-06-06",1253.400024,1256.599976,1246.300049,1252.099976,381,1252.099976
"2014-06-09",1252.699951,1256.099976,1252.599976,1253.5,97,1253.5
"2014-06-10",1252.400024,1262.300049,1251,1259.800049,1007,1259.800049
"2014-06-11",1259.900024,1264.400024,1259.099976,1260.800049,128,1260.800049
"2014-06-12",1260,1274.5,1260,1273.599976,129,1273.599976
"2014-06-13",1272.5,1274.699951,1271.300049,1273.699951,145,1273.699951
"2014-06-16",1279.800049,1282.099976,1270.800049,1274.900024,334,1274.900024
"2014-06-17",1272.800049,1272.800049,1260.900024,1271.699951,819,1271.699951
"2014-06-18",1269.900024,1272.699951,1267.400024,1272.400024,143,1272.400024
"2014-06-19",1277.199951,1321,1277.199951,1313.699951,601,1313.699951
"2014-06-20",1321.400024,1321.400024,1306.800049,1316.199951,254,1316.199951
"2014-06-23",1312.300049,1318,1312.300049,1318,142,1318
"2014-06-24",1315.599976,1325.599976,1315.599976,1320.900024,223,1320.900024
"2014-06-25",1315.300049,1323.400024,1312,1322.199951,294,1322.199951
"2014-06-26",1319.599976,1319.599976,1312.400024,1316.099976,1204,1316.099976
"2014-06-27",1317.400024,1320.900024,1313.300049,1319,625,1319
"2014-06-30",1315.300049,1328.699951,1311.800049,1321.800049,744,1321.800049
"2014-07-01",1326.699951,1331.400024,1326.199951,1326.400024,51,1326.400024
"2014-07-02",1326.800049,1330.699951,1326.800049,1330.699951,226,1330.699951
"2014-07-03",1327.300049,1327.699951,1313,1320.400024,40,1320.400024
"2014-07-07",1318.699951,1320.300049,1313.199951,1316.5,93,1316.5
"2014-07-08",1318.400024,1323.5,1316,1316,6,1316
"2014-07-09",1324,1330.400024,1323.800049,1323.800049,16,1323.800049
"2014-07-10",1330.5,1343.699951,1328,1338.699951,28,1338.699951
"2014-07-11",1337.900024,1339,1336.199951,1337,112,1337
"2014-07-14",1332.800049,1332.800049,1304.699951,1306.300049,103,1306.300049
"2014-07-15",1307.400024,1311.900024,1294.099976,1296.900024,368,1296.900024
"2014-07-16",1298.400024,1303.099976,1296.900024,1299.599976,34,1299.599976
"2014-07-17",1303.099976,1323.800049,1303.099976,1316.699951,16,1316.699951
"2014-07-18",1322.699951,1322.699951,1306.199951,1309.199951,27,1309.199951
"2014-07-21",1311,1315.5,1311,1313.699951,18,1313.699951
"2014-07-22",1306.099976,1306.099976,1306.099976,1306.099976,2,1306.099976
"2014-07-23",1304.5,1304.5,1304.5,1304.5,0,1304.5
"2014-07-24",1297.5,1297.5,1290.599976,1290.599976,1,1290.599976
"2014-07-25",1294.800049,1303.099976,1294.800049,1303.099976,8,1303.099976
"2014-07-28",1307.400024,1308,1303.300049,1303.300049,52,1303.300049
"2014-07-29",1310.900024,1310.900024,1298.300049,1298.300049,181554,1298.300049
"2014-07-30",1298.599976,1303,1291,1294.900024,36189,1294.900024
"2014-07-31",1295.099976,1297.300049,1280.599976,1281.300049,5663,1281.300049
"2014-08-01",1284.099976,1296.599976,1279.699951,1293.599976,1985,1293.599976
"2014-08-04",1294.400024,1295,1285.900024,1287.699951,917,1287.699951
"2014-08-05",1288,1292.699951,1282.599976,1284,825,1284
"2014-08-06",1288.099976,1309,1287.800049,1306.699951,706,1306.699951
"2014-08-07",1305.300049,1313.099976,1302.5,1310.800049,225,1310.800049
"2014-08-08",1310.800049,1321.400024,1308,1308.900024,586,1308.900024
"2014-08-11",1308.400024,1309.699951,1305.300049,1308.5,194,1308.5
"2014-08-12",1306.199951,1315.800049,1305.800049,1308.800049,438,1308.800049
"2014-08-13",1308.800049,1312.800049,1305,1312.800049,238,1312.800049
"2014-08-14",1311.800049,1316.400024,1309.699951,1313.900024,320,1313.900024
"2014-08-15",1311.699951,1312.800049,1292,1304.5,199,1304.5
"2014-08-18",1301.400024,1302.099976,1295.699951,1297.699951,100,1297.699951
"2014-08-19",1298.800049,1301.599976,1294,1295.099976,144,1295.099976
"2014-08-20",1295.400024,1295.800049,1288.400024,1293.400024,332,1293.400024
"2014-08-21",1290,1290,1272,1273.699951,264,1273.699951
"2014-08-22",1276,1280,1275,1278.599976,119,1278.599976
"2014-08-25",1277.300049,1277.599976,1273.699951,1277.300049,251,1277.300049
"2014-08-26",1289.400024,1289.5,1281.099976,1283.800049,74,1283.800049
"2014-08-27",1281.5,1282.300049,1281.5,1281.900024,783,1281.900024
"2014-08-28",1284.5,1293.699951,1284.300049,1288.699951,817,1288.699951
"2014-08-29",1289.5,1289.699951,1284.800049,1285.800049,116,1285.800049
"2014-09-02",1284.5,1286.400024,1262.5,1263.699951,280,1263.699951
"2014-09-03",1266.300049,1271.099976,1263.099976,1268.900024,279,1268.900024
"2014-09-04",1268.699951,1272.699951,1260.400024,1265.099976,290,1265.099976
"2014-09-05",1263.199951,1268.099976,1263.199951,1265.800049,123,1265.800049
"2014-09-08",1268.400024,1268.400024,1252.699951,1252.699951,2,1252.699951
"2014-09-09",1246.800049,1246.800049,1246.800049,1246.800049,0,1246.800049
"2014-09-10",1256.699951,1256.699951,1243.5,1243.5,95,1243.5
"2014-09-11",1237.400024,1237.400024,1237.400024,1237.400024,0,1237.400024
"2014-09-12",1227,1229.900024,1227,1229.900024,47,1229.900024
"2014-09-15",1226.699951,1235,1226.699951,1233.599976,21,1233.599976
"2014-09-16",1238.300049,1238.300049,1235.199951,1235.199951,3,1235.199951
"2014-09-17",1236.199951,1236.199951,1221.900024,1234.400024,10,1234.400024
"2014-09-18",1216.199951,1225.699951,1216.199951,1225.699951,5,1225.699951
"2014-09-19",1218.300049,1218.300049,1215.300049,1215.300049,4,1215.300049
"2014-09-22",1214.900024,1216.800049,1212.400024,1216.800049,7,1216.800049
"2014-09-23",1221,1221,1221,1221,5,1221
"2014-09-24",1218.599976,1218.599976,1216.800049,1218.599976,2,1218.599976
"2014-09-25",1209.5,1221.199951,1209.5,1221.199951,11,1221.199951
"2014-09-26",1214.099976,1214.099976,1214.099976,1214.099976,19497,1214.099976
"2014-09-29",1216.300049,1222.199951,1214.800049,1217.5,6344,1217.5
"2014-09-30",1214.800049,1218.199951,1204,1210.5,680,1210.5
"2014-10-01",1207.699951,1217.800049,1205.5,1214.599976,178,1214.599976
"2014-10-02",1215.300049,1219.5,1210.300049,1214.199951,176,1214.199951
"2014-10-03",1212.400024,1212.400024,1191,1192.199951,499,1192.199951
"2014-10-06",1187.699951,1208,1182.800049,1206.699951,415,1206.699951
"2014-10-07",1209.099976,1211.699951,1205.300049,1211.699951,272,1211.699951
"2014-10-08",1210.199951,1217.900024,1205.300049,1205.300049,9,1205.300049
"2014-10-09",1223.900024,1229,1223.900024,1224.599976,19,1224.599976
"2014-10-10",1223.5,1223.5,1217,1221,186,1221
"2014-10-13",1229.800049,1234,1227,1229.300049,103,1229.300049
"2014-10-14",1235.900024,1235.900024,1233.599976,1233.599976,73,1233.599976
"2014-10-15",1243.699951,1247,1243.699951,1244.099976,250,1244.099976
"2014-10-16",1242.099976,1243,1236.699951,1240.5,6,1240.5
"2014-10-17",1237.400024,1238.300049,1232.599976,1238.300049,356,1238.300049
"2014-10-20",1237.300049,1244,1235.400024,1244,105,1244
"2014-10-21",1251,1251,1251,1251,48,1251
"2014-10-22",1244.800049,1244.800049,1244.800049,1244.800049,2,1244.800049
"2014-10-23",1228,1228.5,1227.900024,1228.5,2,1228.5
"2014-10-24",1229.400024,1232.699951,1229.400024,1231.199951,71,1231.199951
"2014-10-27",1230.199951,1230.199951,1227.300049,1229.099976,282,1229.099976
"2014-10-28",1224.900024,1231,1224.699951,1229.199951,46,1229.199951
"2014-10-29",1224.300049,1224.300049,1224.300049,1224.300049,631,1224.300049
"2014-10-30",1213.699951,1214.699951,1195.800049,1198.099976,521,1198.099976
"2014-10-31",1199.599976,1199.699951,1161.400024,1171.099976,260,1171.099976
"2014-11-03",1166.400024,1172.300049,1163.099976,1169.400024,60,1169.400024
"2014-11-04",1166.900024,1171,1165,1167.400024,40,1167.400024
"2014-11-05",1168.099976,1168.699951,1137.800049,1145.400024,157,1145.400024
"2014-11-06",1141.099976,1147.5,1137.900024,1142.300049,137,1142.300049
"2014-11-07",1139.900024,1169.699951,1133,1169.599976,97,1169.599976
"2014-11-10",1171,1171,1150.699951,1159.599976,40,1159.599976
"2014-11-11",1155,1170.5,1151.599976,1162.800049,22,1162.800049
"2014-11-12",1162.5,1168.099976,1157.5,1158.900024,17,1158.900024
"2014-11-13",1163.699951,1164.5,1155,1161.099976,1047,1161.099976
"2014-11-14",1155.199951,1191,1148,1185,486,1185
"2014-11-17",1183.099976,1186.900024,1180.599976,1183,17,1183
"2014-11-18",1197.099976,1197.099976,1193.900024,1196.699951,2,1196.699951
"2014-11-19",1196.5,1198.300049,1190.599976,1193.599976,23,1193.599976
"2014-11-20",1191.800049,1191.900024,1190.699951,1190.699951,3,1190.699951
"2014-11-21",1191,1202.400024,1189,1197.5,20,1197.5
"2014-11-24",1197.699951,1197.900024,1195.5,1195.5,17,1195.5
"2014-11-25",1197.099976,1197.099976,1197.099976,1197.099976,210753,1197.099976
"2014-11-26",1200.5,1201,1193.699951,1196.599976,75297,1196.599976
"2014-11-28",1197,1198.199951,1163.800049,1175.199951,11175,1175.199951
"2014-12-01",1160,1220.400024,1141.699951,1218,5524,1218
"2014-12-02",1212.300049,1212.300049,1191.300049,1199.199951,1236,1199.199951
"2014-12-03",1198.099976,1213.699951,1196.099976,1208.5,440,1208.5
"2014-12-04",1208.199951,1213,1201.599976,1207.5,358,1207.5
"2014-12-05",1203.099976,1206,1186.699951,1190.099976,560,1190.099976
"2014-12-08",1190.599976,1207,1187.199951,1194.699951,183,1194.699951
"2014-12-09",1202,1238,1202,1231.5,314,1231.5
"2014-12-10",1231.199951,1234.599976,1226.599976,1228.900024,306,1228.900024
"2014-12-11",1226.599976,1231.199951,1216.199951,1225.099976,264,1225.099976
"2014-12-12",1227.800049,1227.800049,1216.199951,1222,203,1222
"2014-12-15",1223.099976,1223.099976,1198.400024,1207.199951,77,1207.199951
"2014-12-16",1197.199951,1222,1192.699951,1193.900024,223,1193.900024
"2014-12-17",1198.199951,1199.599976,1184,1194.300049,94,1194.300049
"2014-12-18",1189.699951,1207.300049,1189.699951,1194.699951,197,1194.699951
"2014-12-19",1198,1200.800049,1195.900024,1195.900024,96,1195.900024
"2014-12-22",1198,1198,1172.699951,1179.699951,223,1179.699951
"2014-12-23",1179.300049,1180.300049,1175,1177.900024,232,1177.900024
"2014-12-24",1177,1179.300049,1173.5,1173.5,23,1173.5
"2014-12-26",1177.199951,1195.300049,1177.199951,1195.300049,124,1195.300049
"2014-12-29",1186.5,1186.5,1181.300049,1181.699951,180,1181.699951
"2014-12-30",1181.400024,1210.300049,1181.400024,1200.199951,191,1200.199951
"2014-12-31",1199.199951,1199.199951,1182.699951,1183.900024,92,1183.900024
"2015-01-02",1184,1194.5,1169.5,1186,138,1186
"2015-01-05",1180.300049,1206.900024,1180.099976,1203.900024,470,1203.900024
"2015-01-06",1203.5,1220,1203.5,1219.300049,97,1219.300049
"2015-01-07",1219.199951,1219.199951,1210.599976,1210.599976,29,1210.599976
"2015-01-08",1207,1215.699951,1206.300049,1208.400024,92,1208.400024
"2015-01-09",1211.099976,1220.199951,1210.300049,1216,43,1216
"2015-01-12",1224.199951,1234.400024,1219.099976,1232.699951,100,1232.699951
"2015-01-13",1239.199951,1239.300049,1230.300049,1234.300049,20,1234.300049
"2015-01-14",1229.599976,1243.800049,1225.599976,1234.400024,21,1234.400024
"2015-01-15",1231.5,1265,1227.300049,1264.699951,130,1264.699951
"2015-01-16",1256.099976,1279.699951,1256.099976,1276.900024,44,1276.900024
"2015-01-20",1278.900024,1297.300049,1273.800049,1294.199951,157,1294.199951
"2015-01-21",1295.199951,1303.5,1286.699951,1293.699951,78,1293.699951
"2015-01-22",1293.199951,1302.099976,1283.5,1300.699951,131,1300.699951
"2015-01-23",1299.800049,1299.800049,1292.599976,1292.599976,23,1292.599976
"2015-01-26",1289.5,1290.599976,1279.400024,1279.400024,26,1279.400024
"2015-01-27",1277.199951,1291.699951,1277.199951,1291.699951,20,1291.699951
"2015-01-28",1285.900024,1286.800049,1285.900024,1285.900024,180387,1285.900024
"2015-01-29",1283.300049,1285.400024,1251,1254.599976,67983,1254.599976
"2015-01-30",1258,1284.300049,1257,1278.5,8626,1278.5
"2015-02-02",1284.099976,1284.099976,1266,1276.199951,1654,1276.199951
"2015-02-03",1273.5,1284.699951,1255.300049,1259.699951,2380,1259.699951
"2015-02-04",1262,1271.599976,1256.800049,1263.800049,668,1263.800049
"2015-02-05",1271.800049,1272.599976,1257.800049,1262,133,1262
"2015-02-06",1265,1267.599976,1228,1233.900024,432,1233.900024
"2015-02-09",1237.5,1242.300049,1235.400024,1240.800049,319,1240.800049
"2015-02-10",1237.5,1245,1231.199951,1231.599976,231,1231.599976
"2015-02-11",1233.300049,1237.400024,1219,1219,102,1219
"2015-02-12",1217.900024,1229.800049,1217.900024,1220.099976,99,1220.099976
"2015-02-13",1222.199951,1232.800049,1222.199951,1226.5,65,1226.5
"2015-02-17",1227.699951,1234,1203,1208.099976,204,1208.099976
"2015-02-18",1207.099976,1210.199951,1197.800049,1199.699951,147,1199.699951
"2015-02-19",1216.5,1220,1205,1207.099976,65,1207.099976
"2015-02-20",1206.5,1213.099976,1199.099976,1204.400024,51,1204.400024
"2015-02-23",1201.300049,1203.300049,1191.599976,1200.300049,268,1200.300049
"2015-02-24",1203.400024,1203.5,1193.800049,1196.900024,151,1196.900024
"2015-02-25",1204.300049,1204.599976,1201,1201,570,1201
"2015-02-26",1204.800049,1219,1204.800049,1209.599976,560,1209.599976
"2015-02-27",1207.699951,1217.800049,1204.5,1212.599976,195,1212.599976
"2015-03-02",1214.300049,1222.699951,1204.900024,1207.699951,124,1207.699951
"2015-03-03",1201.5,1212,1195,1204,51,1204
"2015-03-04",1204.800049,1206.900024,1198,1200.599976,27,1200.599976
"2015-03-05",1201.699951,1205.400024,1195.900024,1195.900024,29,1195.900024
"2015-03-06",1195,1195.699951,1163.699951,1164.099976,168,1164.099976
"2015-03-09",1169.400024,1174.199951,1166.300049,1166.400024,45,1166.400024
"2015-03-10",1166.400024,1168.400024,1156.5,1160.099976,94,1160.099976
"2015-03-11",1162,1162,1147.699951,1150.699951,74,1150.699951
"2015-03-12",1155.400024,1160.5,1149.699951,1152.099976,63,1152.099976
"2015-03-13",1158.199951,1159.199951,1152.599976,1152.599976,44,1152.599976
"2015-03-16",1159.699951,1162.300049,1150.099976,1153.300049,56,1153.300049
"2015-03-17",1153.599976,1158.199951,1144.300049,1148.300049,71,1148.300049
"2015-03-18",1148.699951,1174.300049,1147,1151.400024,112,1151.400024
"2015-03-19",1171.599976,1171.599976,1159.300049,1169.099976,39,1169.099976
"2015-03-20",1171,1185.400024,1171,1184.800049,54,1184.800049
"2015-03-23",1181.599976,1188,1181.199951,1188,5,1188
"2015-03-24",1188,1193,1186,1191.699951,411,1191.699951
"2015-03-25",1192.5,1199.199951,1192.5,1197.300049,11,1197.300049
"2015-03-26",1198.199951,1213.699951,1198.199951,1205.099976,68,1205.099976
"2015-03-27",1197,1199.800049,1196.300049,1199.800049,172260,1199.800049
"2015-03-30",1198,1198.5,1181.599976,1184.800049,37990,1184.800049
